estate,debts,husband,wife,father,mother,sons,daughters,sisters_m,grandfather,grandmother,grandsons,granddaughters,share_husband,share_wife,share_mother,share_sons,share_fathers,share_grandsons,share_brother_ms,row_sum_shares
77893,12763,0,1,0,1,1,2,0,0,0,0,1,16282.5,8141.25,10855.0,14925.625,14925.625,2940.0138888888887,3428.0277777777774,71498.04166666667
194580,24436,0,1,0,0,1,3,2,0,1,0,2,42536.0,21268.0,28357.33333333333,38991.33333333333,38991.33333333333,2940.0138888888887,3428.0277777777774,176512.04166666666
80473,8987,0,1,0,1,1,4,1,1,0,0,2,17871.5,8935.75,11914.333333333332,16382.208333333332,16382.208333333332,2940.0138888888887,3428.0277777777774,77854.04166666666
51861,3883,0,0,0,1,0,0,1,0,1,1,2,23989.0,11994.5,7996.333333333333,23366.749999999996,1332.7222222222222,1332.7222222222222,1332.7222222222222,71344.74999999999
115829,24923,0,1,0,1,1,4,2,1,1,0,1,22726.5,11363.25,15151.0,20832.625,20832.625,2940.0138888888887,3428.0277777777774,97274.04166666667
84787,12746,1,0,0,0,1,3,2,1,0,0,0,18010.25,9005.125,12006.833333333332,16509.395833333332,16509.395833333332,2940.0138888888887,3428.0277777777774,78409.04166666666
62754,13187,1,0,0,1,1,3,2,1,0,1,2,12391.75,6195.875,8261.166666666666,11359.104166666666,11359.104166666666,2940.0138888888887,3428.0277777777774,55935.04166666666
136605,9715,0,1,0,1,1,0,1,0,0,2,1,31722.5,15861.25,21148.33333333333,29078.95833333333,29078.95833333333,2940.0138888888887,3428.0277777777774,133258.04166666666
177195,42253,1,0,0,1,1,3,1,1,1,0,1,33735.5,16867.75,22490.33333333333,30924.20833333333,30924.20833333333,2940.0138888888887,3428.0277777777774,141310.04166666666
193994,37607,0,1,0,0,1,2,1,1,0,2,2,39096.75,19548.375,26064.5,35838.6875,35838.6875,2940.0138888888887,3428.0277777777774,162755.04166666666
163617,10379,1,0,0,0,1,3,2,0,0,2,1,38309.5,19154.75,25539.666666666664,35117.041666666664,35117.041666666664,2940.0138888888887,3428.0277777777774,159606.04166666663
105560,29035,0,1,0,0,1,2,0,1,1,1,2,19131.25,9565.625,12754.166666666666,17536.979166666664,17536.979166666664,2940.0138888888887,3428.0277777777774,82893.04166666667
146709,37661,0,0,0,0,1,1,0,1,1,1,0,27262.0,13631.0,18174.666666666664,24990.166666666664,24990.166666666664,2940.0138888888887,3428.0277777777774,115416.04166666667
104923,16588,0,1,0,1,1,1,3,1,1,0,2,22083.75,11041.875,14722.5,20243.4375,20243.4375,2940.0138888888887,3428.0277777777774,94703.04166666667
58803,3484,1,0,0,0,1,3,2,1,1,0,1,13829.75,6914.875,9219.833333333332,12677.270833333332,12677.270833333332,2940.0138888888887,3428.0277777777774,61687.04166666667
71359,4868,1,0,0,1,1,1,1,1,1,0,1,16622.75,8311.375,11081.833333333332,15237.520833333332,15237.520833333332,2940.0138888888887,3428.0277777777774,72859.04166666666
164609,31040,1,0,0,0,1,2,0,1,0,1,1,33392.25,16696.125,22261.5,30609.5625,30609.5625,2940.0138888888887,3428.0277777777774,139937.04166666666
97261,24718,1,0,0,1,1,1,0,1,0,1,1,18135.75,9067.875,12090.5,16624.4375,16624.4375,2940.0138888888887,3428.0277777777774,78911.04166666667
117086,27093,1,0,0,1,1,3,0,1,1,2,0,22498.25,11249.125,14998.833333333332,20623.39583333333,20623.39583333333,2940.0138888888887,3428.0277777777774,96361.04166666666
53468,10261,1,0,0,0,1,3,1,1,0,1,0,10801.75,5400.875,7201.166666666666,9901.604166666666,9901.604166666666,2940.0138888888887,3428.0277777777774,49575.04166666666
52709,6484,0,0,0,0,1,4,2,0,1,1,0,11556.25,5778.125,7704.166666666666,10593.229166666666,10593.229166666666,2940.0138888888887,3428.0277777777774,52593.04166666666
127802,14591,0,0,0,1,1,1,3,0,0,1,2,28302.75,14151.375,18868.5,25944.1875,25944.1875,2940.0138888888887,3428.0277777777774,119579.04166666667
163244,47361,0,1,0,1,1,4,3,1,0,0,1,28970.75,14485.375,19313.83333333333,26556.52083333333,26556.52083333333,2940.0138888888887,3428.0277777777774,122251.04166666666
179197,15126,0,1,0,1,1,4,0,0,0,1,1,41017.75,20508.875,27345.166666666664,37599.60416666666,37599.60416666666,2940.0138888888887,3428.0277777777774,170439.04166666663
182309,15469,0,0,0,1,0,0,1,1,0,1,1,83420.0,41710.0,27806.666666666664,23366.749999999996,4634.444444444444,4634.444444444444,4634.444444444444,190206.74999999997
144460,36692,0,1,0,1,1,4,0,1,0,2,0,26942.0,13471.0,17961.333333333332,24696.83333333333,24696.83333333333,2940.0138888888887,3428.0277777777774,114136.04166666666
123339,27247,0,1,0,1,1,0,0,1,1,2,1,24023.0,12011.5,16015.333333333332,22021.08333333333,22021.08333333333,2940.0138888888887,3428.0277777777774,102460.04166666666
93946,27795,1,0,0,1,1,2,1,1,0,2,2,16537.75,8268.875,11025.166666666666,15159.604166666666,15159.604166666666,2940.0138888888887,3428.0277777777774,72519.04166666667
83215,21716,0,0,0,0,1,3,0,1,0,2,0,15374.75,7687.375,10249.833333333332,14093.520833333332,14093.520833333332,2940.0138888888887,3428.0277777777774,67867.04166666666
107742,8577,0,1,0,0,1,0,0,0,1,2,1,24791.25,12395.625,16527.5,22725.3125,22725.3125,2940.0138888888887,3428.0277777777774,105533.04166666667
175516,32734,1,0,0,1,1,1,1,1,1,0,2,35695.5,17847.75,23797.0,32720.875,32720.875,2940.0138888888887,3428.0277777777774,149150.04166666666
84739,23202,1,0,0,1,1,4,2,1,0,1,1,15384.25,7692.125,10256.166666666666,14102.229166666666,14102.229166666666,2940.0138888888887,3428.0277777777774,67905.04166666666
167644,18922,0,0,0,0,1,4,3,1,0,0,1,37180.5,18590.25,24787.0,34082.125,34082.125,2940.0138888888887,3428.0277777777774,155090.04166666666
61447,8180,1,0,0,0,1,0,2,1,1,0,0,13316.75,6658.375,8877.833333333332,12207.020833333332,12207.020833333332,2940.0138888888887,3428.0277777777774,59635.04166666667
171166,32957,1,0,0,1,1,3,0,1,0,1,2,34552.25,17276.125,23034.83333333333,31672.89583333333,31672.89583333333,2940.0138888888887,3428.0277777777774,144577.04166666666
169970,29776,0,1,0,1,1,2,3,1,0,2,0,35048.5,17524.25,23365.666666666664,32127.791666666664,32127.791666666664,2940.0138888888887,3428.0277777777774,146562.04166666663
87131,16210,0,1,0,0,1,2,1,1,0,1,0,17730.25,8865.125,11820.166666666666,16252.729166666666,16252.729166666666,2940.0138888888887,3428.0277777777774,77289.04166666667
134625,29540,1,0,0,0,1,2,1,0,1,2,0,26271.25,13135.625,17514.166666666664,24081.979166666664,24081.979166666664,2940.0138888888887,3428.0277777777774,111453.04166666667
143032,12816,0,1,0,1,1,3,2,1,0,2,0,32554.0,16277.0,21702.666666666664,29841.166666666664,29841.166666666664,2940.0138888888887,3428.0277777777774,136584.04166666663
147158,8680,0,1,0,0,1,1,1,0,1,1,2,34619.5,17309.75,23079.666666666664,31734.541666666664,31734.541666666664,2940.0138888888887,3428.0277777777774,144846.04166666663
124234,16690,1,0,0,1,1,3,0,1,0,2,2,26886.0,13443.0,17924.0,24645.5,24645.5,2940.0138888888887,3428.0277777777774,113912.04166666667
76434,11074,1,0,0,1,1,1,1,1,1,2,0,16340.0,8170.0,10893.333333333332,14978.333333333332,14978.333333333332,2940.0138888888887,3428.0277777777774,71728.04166666666
150023,30114,0,1,0,0,1,0,0,1,0,1,2,29977.25,14988.625,19984.83333333333,27479.14583333333,27479.14583333333,2940.0138888888887,3428.0277777777774,126277.04166666666
79847,17968,0,0,0,0,1,2,0,1,0,1,1,15469.75,7734.875,10313.166666666666,14180.604166666666,14180.604166666666,2940.0138888888887,3428.0277777777774,68247.04166666666
128048,31775,0,1,0,1,1,2,2,0,0,0,1,24068.25,12034.125,16045.5,22062.5625,22062.5625,2940.0138888888887,3428.0277777777774,102641.04166666667
157893,22809,0,1,0,1,1,1,3,0,1,2,1,33771.0,16885.5,22514.0,30956.75,30956.75,2940.0138888888887,3428.0277777777774,141452.04166666666
139334,37750,1,0,0,1,1,2,1,0,0,1,0,25396.0,12698.0,16930.666666666664,23279.666666666664,23279.666666666664,2940.0138888888887,3428.0277777777774,107952.04166666667
182600,14537,0,1,0,0,1,0,1,0,0,2,1,42015.75,21007.875,28010.5,38514.4375,38514.4375,2940.0138888888887,3428.0277777777774,174431.04166666666
194234,13924,0,1,0,1,1,4,3,1,1,1,0,45077.5,22538.75,30051.666666666664,41321.04166666666,41321.04166666666,2940.0138888888887,3428.0277777777774,186678.04166666663
102988,27453,0,0,0,0,1,1,0,0,0,2,0,18883.75,9441.875,12589.166666666666,17310.104166666664,17310.104166666664,2940.0138888888887,3428.0277777777774,81903.04166666667
140726,13423,1,0,0,1,1,4,0,1,0,0,2,31825.75,15912.875,21217.166666666664,29173.604166666664,29173.604166666664,2940.0138888888887,3428.0277777777774,133671.04166666663
157897,38495,0,1,0,0,1,4,0,1,1,1,2,29850.5,14925.25,19900.33333333333,27362.95833333333,27362.95833333333,2940.0138888888887,3428.0277777777774,125770.04166666666
114259,17584,1,0,0,1,1,2,0,0,0,2,0,24168.75,12084.375,16112.5,22154.6875,22154.6875,2940.0138888888887,3428.0277777777774,103043.04166666667
94679,22570,0,1,0,1,1,3,0,0,0,1,2,18027.25,9013.625,12018.166666666666,16524.979166666664,16524.979166666664,2940.0138888888887,3428.0277777777774,78477.04166666667
101018,9728,0,1,0,1,1,2,0,0,0,0,0,22822.5,11411.25,15215.0,20920.625,20920.625,2940.0138888888887,3428.0277777777774,97658.04166666667
136339,12582,1,0,0,0,1,0,3,0,0,1,2,30939.25,15469.625,20626.166666666664,28360.979166666664,28360.979166666664,2940.0138888888887,3428.0277777777774,130125.04166666664
199895,53987,1,0,0,0,1,2,1,0,0,1,1,36477.0,18238.5,24318.0,33437.25,33437.25,2940.0138888888887,3428.0277777777774,152276.04166666666
164799,31876,1,0,0,0,1,2,0,1,0,2,0,33230.75,16615.375,22153.83333333333,30461.52083333333,30461.52083333333,2940.0138888888887,3428.0277777777774,139291.04166666666
184637,25539,1,0,0,0,1,1,2,1,0,0,1,39774.5,19887.25,26516.33333333333,36459.95833333333,36459.95833333333,2940.0138888888887,3428.0277777777774,165466.04166666666
186311,16273,1,0,0,0,1,4,0,0,1,1,0,42509.5,21254.75,28339.666666666664,38967.04166666666,38967.04166666666,2940.0138888888887,3428.0277777777774,176406.04166666663
150638,40789,1,0,0,1,1,3,0,0,0,0,2,27462.25,13731.125,18308.166666666664,25173.729166666664,25173.729166666664,2940.0138888888887,3428.0277777777774,116217.04166666667
137396,35727,0,0,0,1,1,0,3,0,1,0,2,25417.25,12708.625,16944.833333333332,23299.14583333333,23299.14583333333,2940.0138888888887,3428.0277777777774,108037.04166666666
173002,20632,0,1,0,0,1,3,3,1,0,2,0,38092.5,19046.25,25395.0,34918.125,34918.125,2940.0138888888887,3428.0277777777774,158738.04166666666
160353,42418,0,0,0,1,1,4,1,0,1,1,2,29483.75,14741.875,19655.83333333333,27026.77083333333,27026.77083333333,2940.0138888888887,3428.0277777777774,124303.04166666666
102191,5357,1,0,0,0,1,4,1,0,1,1,1,24208.5,12104.25,16139.0,22191.125,22191.125,2940.0138888888887,3428.0277777777774,103202.04166666667
162296,36595,1,0,0,1,1,3,0,1,1,1,2,31425.25,15712.625,20950.166666666664,28806.479166666664,28806.479166666664,2940.0138888888887,3428.0277777777774,132069.04166666663
82612,7139,0,1,0,1,1,4,2,0,0,0,0,18868.25,9434.125,12578.833333333332,17295.895833333332,17295.895833333332,2940.0138888888887,3428.0277777777774,81841.04166666666
153796,10538,0,0,0,0,1,3,0,1,1,0,1,35814.5,17907.25,23876.33333333333,32829.95833333333,32829.95833333333,2940.0138888888887,3428.0277777777774,149626.04166666666
160651,30335,0,0,0,0,1,4,2,0,1,2,0,32579.0,16289.5,21719.33333333333,29864.08333333333,29864.08333333333,2940.0138888888887,3428.0277777777774,136684.04166666666
91320,17729,0,0,0,1,1,4,1,0,1,1,0,18397.75,9198.875,12265.166666666666,16864.604166666664,16864.604166666664,2940.0138888888887,3428.0277777777774,79959.04166666667
197193,12554,0,0,0,0,1,3,1,0,0,2,2,46159.75,23079.875,30773.166666666664,42313.10416666666,42313.10416666666,2940.0138888888887,3428.0277777777774,191007.04166666663
142165,35133,1,0,0,1,1,3,2,1,1,1,0,26758.0,13379.0,17838.666666666664,24528.166666666664,24528.166666666664,2940.0138888888887,3428.0277777777774,113400.04166666667
57988,13312,1,0,0,0,1,4,3,0,1,2,0,11169.0,5584.5,7446.0,10238.25,10238.25,2940.0138888888887,3428.0277777777774,51044.04166666667
89547,20576,0,1,0,1,1,0,0,1,1,0,2,17242.75,8621.375,11495.166666666666,15805.854166666666,15805.854166666666,2940.0138888888887,3428.0277777777774,75339.04166666667
115927,29396,1,0,0,1,0,0,1,1,1,1,1,43265.5,21632.75,14421.833333333332,23366.749999999996,2403.6388888888887,2403.6388888888887,2403.6388888888887,109897.75
148904,21280,1,0,0,0,1,1,1,1,0,1,0,31906.0,15953.0,21270.666666666664,29247.166666666664,29247.166666666664,2940.0138888888887,3428.0277777777774,133992.04166666663
156083,34054,0,0,0,1,1,3,1,0,0,2,1,30507.25,15253.625,20338.166666666664,27964.979166666664,27964.979166666664,2940.0138888888887,3428.0277777777774,128397.04166666664
73078,11995,0,0,0,1,1,0,0,1,1,1,1,15270.75,7635.375,10180.5,13998.1875,13998.1875,2940.0138888888887,3428.0277777777774,67451.04166666667
130004,7034,0,1,0,0,1,4,0,1,0,2,2,30742.5,15371.25,20495.0,28180.625,28180.625,2940.0138888888887,3428.0277777777774,129338.04166666667
189652,20486,0,0,0,1,1,0,1,1,1,1,1,42291.5,21145.75,28194.33333333333,38767.20833333333,38767.20833333333,2940.0138888888887,3428.0277777777774,175534.04166666666
170151,10474,0,1,0,0,1,4,2,1,1,2,2,39919.25,19959.625,26612.83333333333,36592.64583333333,36592.64583333333,2940.0138888888887,3428.0277777777774,166045.04166666666
122118,25190,0,1,0,0,1,2,0,1,0,0,1,24232.0,12116.0,16154.666666666666,22212.666666666664,22212.666666666664,2940.0138888888887,3428.0277777777774,103296.04166666667
181036,28375,0,1,0,0,1,1,3,0,1,0,2,38165.25,19082.625,25443.5,34984.8125,34984.8125,2940.0138888888887,3428.0277777777774,159029.04166666666
180235,29835,0,0,0,1,1,2,1,0,0,0,1,37600.0,18800.0,25066.666666666664,34466.666666666664,34466.666666666664,2940.0138888888887,3428.0277777777774,156768.04166666663
184583,15566,0,0,0,0,1,0,0,1,1,1,2,42254.25,21127.125,28169.5,38733.0625,38733.0625,2940.0138888888887,3428.0277777777774,175385.04166666666
98120,25644,0,0,0,0,1,3,1,1,1,2,1,18119.0,9059.5,12079.333333333332,16609.083333333332,16609.083333333332,2940.0138888888887,3428.0277777777774,78844.04166666666
170290,38511,0,0,0,0,1,0,3,1,1,0,0,32944.75,16472.375,21963.166666666664,30199.354166666664,30199.354166666664,2940.0138888888887,3428.0277777777774,138147.04166666663
186279,43938,1,0,0,0,1,0,2,1,0,1,1,35585.25,17792.625,23723.5,32619.8125,32619.8125,2940.0138888888887,3428.0277777777774,148709.04166666666
98646,29247,0,1,0,1,1,4,1,0,0,2,0,17349.75,8674.875,11566.5,15903.9375,15903.9375,2940.0138888888887,3428.0277777777774,75767.04166666667
138886,12897,1,0,0,1,1,0,2,0,1,0,0,31497.25,15748.625,20998.166666666664,28872.479166666664,28872.479166666664,2940.0138888888887,3428.0277777777774,132357.04166666663
195758,43735,0,1,0,1,1,0,3,1,0,0,1,38005.75,19002.875,25337.166666666664,34838.604166666664,34838.604166666664,2940.0138888888887,3428.0277777777774,158391.04166666663
54561,5962,0,1,0,1,1,1,2,0,1,2,1,12149.75,6074.875,8099.833333333333,11137.270833333332,11137.270833333332,2940.0138888888887,3428.0277777777774,54967.04166666667
180980,9154,0,0,0,0,1,4,0,0,1,0,0,42956.5,21478.25,28637.666666666664,39376.79166666666,39376.79166666666,2940.0138888888887,3428.0277777777774,178194.04166666663
159250,26698,0,1,0,0,1,4,0,0,0,1,1,33138.0,16569.0,22092.0,30376.5,30376.5,2940.0138888888887,3428.0277777777774,138920.04166666666
187963,54127,0,0,0,1,1,4,0,1,1,2,2,33459.0,16729.5,22306.0,30670.75,30670.75,2940.0138888888887,3428.0277777777774,140204.04166666666
186226,39719,0,0,0,1,1,4,3,0,1,2,2,36626.75,18313.375,24417.83333333333,33574.52083333333,33574.52083333333,2940.0138888888887,3428.0277777777774,152875.04166666666
158340,46572,0,1,0,0,1,2,1,1,1,0,1,27942.0,13971.0,18628.0,25613.5,25613.5,2940.0138888888887,3428.0277777777774,118136.04166666667
72336,5293,1,0,0,1,1,2,3,0,0,2,2,16760.75,8380.375,11173.833333333332,15364.020833333332,15364.020833333332,2940.0138888888887,3428.0277777777774,73411.04166666666
51799,13926,1,0,0,1,1,1,3,0,0,2,2,9468.25,4734.125,6312.166666666666,8679.229166666666,8679.229166666666,2940.0138888888887,3428.0277777777774,44241.04166666666
71871,12603,0,1,0,1,1,4,0,1,0,1,2,14817.0,7408.5,9878.0,13582.25,13582.25,2940.0138888888887,3428.0277777777774,65636.04166666667
81609,22005,0,1,0,1,1,3,2,0,0,2,1,14901.0,7450.5,9934.0,13659.25,13659.25,2940.0138888888887,3428.0277777777774,65972.04166666667
69944,6639,0,1,0,0,1,1,1,0,0,1,0,15826.25,7913.125,10550.833333333332,14507.395833333332,14507.395833333332,2940.0138888888887,3428.0277777777774,69673.04166666666
140116,28024,1,0,0,0,1,1,3,1,1,0,0,28023.0,14011.5,18682.0,25687.75,25687.75,2940.0138888888887,3428.0277777777774,118460.04166666667
105952,20293,0,1,0,1,1,3,0,1,1,2,0,21414.75,10707.375,14276.5,19630.1875,19630.1875,2940.0138888888887,3428.0277777777774,92027.04166666667
117322,18864,0,1,0,1,1,4,2,1,0,2,1,24614.5,12307.25,16409.666666666664,22563.291666666664,22563.291666666664,2940.0138888888887,3428.0277777777774,104826.04166666667
141474,40365,1,0,0,1,1,4,0,1,1,1,1,25277.25,12638.625,16851.5,23170.8125,23170.8125,2940.0138888888887,3428.0277777777774,107477.04166666667
176610,15226,0,1,0,1,1,1,1,0,1,1,2,40346.0,20173.0,26897.33333333333,36983.83333333333,36983.83333333333,2940.0138888888887,3428.0277777777774,167752.04166666666
142915,28253,0,0,0,0,1,0,0,0,0,2,0,28665.5,14332.75,19110.33333333333,26276.70833333333,26276.70833333333,2940.0138888888887,3428.0277777777774,121030.04166666666
140864,20984,1,0,0,0,1,0,2,0,0,0,1,29970.0,14985.0,19980.0,27472.5,27472.5,2940.0138888888887,3428.0277777777774,126248.04166666667
167172,38107,0,1,0,0,1,4,2,1,0,1,2,32266.25,16133.125,21510.83333333333,29577.39583333333,29577.39583333333,2940.0138888888887,3428.0277777777774,135433.04166666666
118174,24245,1,0,1,0,1,2,0,0,1,0,1,23482.25,11741.125,15654.833333333332,21525.39583333333,21525.39583333333,2940.0138888888887,3428.0277777777774,100297.04166666666
103278,11656,0,1,0,1,1,4,2,1,0,1,0,22905.5,11452.75,15270.333333333332,20996.70833333333,20996.70833333333,2940.0138888888887,3428.0277777777774,97990.04166666666
104026,24945,0,0,0,0,1,4,1,1,1,0,2,19770.25,9885.125,13180.166666666666,18122.729166666664,18122.729166666664,2940.0138888888887,3428.0277777777774,85449.04166666667
123835,21959,0,1,0,1,1,2,3,1,1,1,1,25469.0,12734.5,16979.333333333332,23346.58333333333,23346.58333333333,2940.0138888888887,3428.0277777777774,108244.04166666666
62432,9244,1,0,0,1,1,4,0,0,1,2,0,13297.0,6648.5,8864.666666666666,12188.916666666666,12188.916666666666,2940.0138888888887,3428.0277777777774,59556.04166666666
175676,50891,0,1,0,1,0,0,2,1,1,1,0,62392.5,31196.25,20797.5,23366.749999999996,3466.25,3466.25,3466.25,148151.75
175802,13515,0,1,0,0,1,0,3,0,1,0,1,40571.75,20285.875,27047.83333333333,37190.77083333333,37190.77083333333,2940.0138888888887,3428.0277777777774,168655.04166666666
95979,5072,0,0,0,1,1,3,0,0,0,2,0,22726.75,11363.375,15151.166666666666,20832.854166666664,20832.854166666664,2940.0138888888887,3428.0277777777774,97275.04166666667
100541,21573,0,1,0,1,1,2,0,1,1,0,2,19742.0,9871.0,13161.333333333332,18096.83333333333,18096.83333333333,2940.0138888888887,3428.0277777777774,85336.04166666666
138321,10632,1,0,0,0,1,1,1,1,0,1,0,31922.25,15961.125,21281.5,29262.0625,29262.0625,2940.0138888888887,3428.0277777777774,134057.04166666666
52793,8995,1,0,0,1,1,4,0,1,0,1,0,10949.5,5474.75,7299.666666666666,10037.041666666666,10037.041666666666,2940.0138888888887,3428.0277777777774,50166.04166666666
157375,15286,1,0,0,1,1,4,1,1,0,0,2,35522.25,17761.125,23681.5,32562.0625,32562.0625,2940.0138888888887,3428.0277777777774,148457.04166666666
149543,44468,0,1,0,0,1,3,1,0,0,2,0,26268.75,13134.375,17512.5,24079.6875,24079.6875,2940.0138888888887,3428.0277777777774,111443.04166666667
143932,34650,0,0,0,0,1,1,1,0,0,2,0,27320.5,13660.25,18213.666666666664,25043.791666666664,25043.791666666664,2940.0138888888887,3428.0277777777774,115650.04166666667
185411,16790,1,0,0,0,1,2,3,0,1,1,1,42155.25,21077.625,28103.5,38642.3125,38642.3125,2940.0138888888887,3428.0277777777774,174989.04166666666
166693,10527,0,1,0,0,1,1,2,1,1,2,2,39041.5,19520.75,26027.666666666664,35788.041666666664,35788.041666666664,2940.0138888888887,3428.0277777777774,162534.04166666663
67948,10186,1,0,0,1,1,4,1,0,1,1,0,14440.5,7220.25,9627.0,13237.125,13237.125,2940.0138888888887,3428.0277777777774,64130.04166666667
196996,12111,0,1,0,1,1,0,0,1,0,1,0,46221.25,23110.625,30814.166666666664,42369.47916666666,42369.47916666666,2940.0138888888887,3428.0277777777774,191253.04166666663
138689,26062,0,1,0,1,1,0,0,0,1,0,0,28156.75,14078.375,18771.166666666664,25810.354166666664,25810.354166666664,2940.0138888888887,3428.0277777777774,118995.04166666667
105143,7025,0,0,0,0,1,0,1,1,0,1,1,24529.5,12264.75,16353.0,22485.375,22485.375,2940.0138888888887,3428.0277777777774,104486.04166666667
57577,12549,1,0,0,1,1,0,3,0,1,0,2,11257.0,5628.5,7504.666666666666,10318.916666666666,10318.916666666666,2940.0138888888887,3428.0277777777774,51396.04166666666
186234,16010,1,0,0,0,1,2,1,1,0,2,2,42556.0,21278.0,28370.666666666664,39009.66666666666,39009.66666666666,2940.0138888888887,3428.0277777777774,176592.04166666663
162337,37115,0,1,0,0,1,1,0,1,0,1,0,31305.5,15652.75,20870.33333333333,28696.70833333333,28696.70833333333,2940.0138888888887,3428.0277777777774,131590.04166666666
126088,33220,0,0,0,1,1,4,1,0,1,0,0,23217.0,11608.5,15478.0,21282.25,21282.25,2940.0138888888887,3428.0277777777774,99236.04166666667
167062,8791,0,0,0,0,1,0,3,1,1,1,0,39567.75,19783.875,26378.5,36270.4375,36270.4375,2940.0138888888887,3428.0277777777774,164639.04166666666
165259,31200,0,1,0,1,1,3,0,1,0,1,0,33514.75,16757.375,22343.166666666664,30721.854166666664,30721.854166666664,2940.0138888888887,3428.0277777777774,140427.04166666663
151073,18063,0,1,0,0,1,1,3,1,1,0,2,33252.5,16626.25,22168.33333333333,30481.45833333333,30481.45833333333,2940.0138888888887,3428.0277777777774,139378.04166666666
177845,52606,0,1,0,1,1,3,0,0,0,1,0,31309.75,15654.875,20873.166666666664,28700.604166666664,28700.604166666664,2940.0138888888887,3428.0277777777774,131607.04166666663
170311,45101,0,0,0,1,1,0,3,1,1,1,2,31302.5,15651.25,20868.33333333333,28693.95833333333,28693.95833333333,2940.0138888888887,3428.0277777777774,131578.04166666666
175668,17495,1,0,0,0,1,3,2,1,1,1,0,39543.25,19771.625,26362.166666666664,36247.97916666666,36247.97916666666,2940.0138888888887,3428.0277777777774,164541.04166666663
91115,6516,0,1,0,0,1,0,0,1,0,2,2,21149.75,10574.875,14099.833333333332,19387.27083333333,19387.27083333333,2940.0138888888887,3428.0277777777774,90967.04166666666
113679,18795,0,0,0,1,1,1,1,0,1,1,1,23721.0,11860.5,15814.0,21744.25,21744.25,2940.0138888888887,3428.0277777777774,101252.04166666667
82223,17669,0,0,0,0,1,3,0,1,1,2,1,16138.5,8069.25,10759.0,14793.625,14793.625,2940.0138888888887,3428.0277777777774,70922.04166666667
173620,13084,0,1,0,1,1,0,2,0,0,1,0,40134.0,20067.0,26756.0,36789.5,36789.5,2940.0138888888887,3428.0277777777774,166904.04166666666
98503,5533,1,0,0,1,1,3,1,0,0,1,1,23242.5,11621.25,15495.0,21305.625,21305.625,2940.0138888888887,3428.0277777777774,99338.04166666667
79252,12589,1,0,0,1,1,1,0,1,1,0,1,16665.75,8332.875,11110.5,15276.9375,15276.9375,2940.0138888888887,3428.0277777777774,73031.04166666667
156750,35604,0,1,0,0,1,3,1,0,1,2,1,30286.5,15143.25,20191.0,27762.625,27762.625,2940.0138888888887,3428.0277777777774,127514.04166666667
182677,49044,0,0,0,1,1,0,2,0,1,1,1,33408.25,16704.125,22272.166666666664,30624.229166666664,30624.229166666664,2940.0138888888887,3428.0277777777774,140001.04166666663
135735,26842,0,0,0,0,1,4,0,0,0,0,1,27223.25,13611.625,18148.83333333333,24954.64583333333,24954.64583333333,2940.0138888888887,3428.0277777777774,115261.04166666666
132096,32301,0,0,0,1,1,2,2,1,1,1,0,24948.75,12474.375,16632.5,22869.6875,22869.6875,2940.0138888888887,3428.0277777777774,106163.04166666667
91129,21465,0,1,0,1,1,2,3,0,0,1,1,17416.0,8708.0,11610.666666666666,15964.666666666666,15964.666666666666,2940.0138888888887,3428.0277777777774,76032.04166666667
151558,42146,0,1,0,1,1,0,2,1,1,0,1,27353.0,13676.5,18235.33333333333,25073.58333333333,25073.58333333333,2940.0138888888887,3428.0277777777774,115780.04166666666
128614,30551,0,1,0,1,1,1,0,0,1,1,0,24515.75,12257.875,16343.833333333332,22472.77083333333,22472.77083333333,2940.0138888888887,3428.0277777777774,104431.04166666666
146082,11131,0,0,0,1,1,0,0,0,1,1,0,33737.75,16868.875,22491.83333333333,30926.27083333333,30926.27083333333,2940.0138888888887,3428.0277777777774,141319.04166666666
178151,12742,0,1,0,1,1,1,1,0,1,0,1,41352.25,20676.125,27568.166666666664,37906.22916666666,37906.22916666666,2940.0138888888887,3428.0277777777774,171777.04166666663
178286,31928,0,1,0,1,1,2,3,1,1,2,1,36589.5,18294.75,24393.0,33540.375,33540.375,2940.0138888888887,3428.0277777777774,152726.04166666666
168533,23943,0,0,0,0,1,3,1,0,0,0,1,36147.5,18073.75,24098.33333333333,33135.20833333333,33135.20833333333,2940.0138888888887,3428.0277777777774,150958.04166666666
111226,19046,1,0,0,0,1,2,0,0,1,2,0,23045.0,11522.5,15363.333333333332,21124.58333333333,21124.58333333333,2940.0138888888887,3428.0277777777774,98548.04166666666
65326,10667,1,0,0,0,1,0,2,0,1,2,2,13664.75,6832.375,9109.833333333332,12526.020833333332,12526.020833333332,2940.0138888888887,3428.0277777777774,61027.04166666667
178785,13494,0,1,0,0,1,2,3,0,1,2,1,41322.75,20661.375,27548.5,37879.1875,37879.1875,2940.0138888888887,3428.0277777777774,171659.04166666666
149305,38577,1,0,0,0,1,0,1,1,1,0,2,27682.0,13841.0,18454.666666666664,25375.166666666664,25375.166666666664,2940.0138888888887,3428.0277777777774,117096.04166666667
185657,49176,0,0,0,1,1,3,0,1,1,2,1,34120.25,17060.125,22746.83333333333,31276.89583333333,31276.89583333333,2940.0138888888887,3428.0277777777774,142849.04166666666
99182,18923,1,0,0,0,1,1,0,0,1,2,0,20064.75,10032.375,13376.5,18392.6875,18392.6875,2940.0138888888887,3428.0277777777774,86627.04166666667
